customer_id;number_of_orders; ingresos;date_most_recent
3411;1;252203;19/01/2021
3412;2;377375;20/01/2021
3413;2;321600;9/01/2021
3414;2;64831;28/12/2020
3415;2;205010;8/01/2021
3416;2;271773;13/01/2021
3417;2;96325;28/02/2021
3418;2;132771;11/03/2021
3419;1;275696;19/01/2021
3420;2;232530;30/01/2021
3421;2;248048;6/03/2021
3422;2;147565;17/03/2021
3423;1;151162;19/01/2021
3424;2;199363;26/01/2021
3425;2;334440;3/01/2021
3426;1;104780;19/01/2021
3427;2;174916;6/01/2021
3428;2;192897;14/03/2021
3429;2;209369;9/01/2021
3430;2;320155;25/02/2021
3431;2;262299;25/02/2021
3432;2;384722;21/02/2021
3433;2;397776;21/01/2021
3434;1;161869;19/01/2021
3435;2;295948;18/01/2021
3436;2;76768;6/03/2021
3437;2;279726;12/02/2021
3438;2;262820;7/01/2021
3439;2;224455;4/01/2021
3440;2;123822;31/12/2020
3441;1;339941;19/01/2021
3442;2;150213;26/12/2020
3443;1;96828;19/01/2021
3444;2;339084;21/01/2021
3445;2;236044;3/03/2021
3446;2;392993;6/02/2021
3447;1;267792;19/01/2021
3448;2;348665;16/12/2020
3449;1;270024;19/01/2021
3450;2;241803;28/12/2020
3451;2;316493;23/01/2021
3452;1;126234;19/01/2021
3453;2;257411;27/02/2021
3454;2;299917;29/12/2020
3455;2;266211;13/01/2021
3456;2;237635;1/02/2021
3457;2;117395;20/02/2021
3458;2;243786;5/02/2021
3459;2;366190;15/01/2021
3460;2;322130;15/03/2021
3461;1;387159;19/01/2021
3462;2;135861;17/02/2021
3463;2;156543;20/02/2021
3464;1;260135;19/01/2021
3465;2;263588;16/01/2021
3466;2;278012;22/02/2021
3467;2;194691;20/01/2021
3468;2;271201;7/03/2021
3469;2;118720;12/03/2021
3470;2;219390;18/03/2021
3471;2;253457;26/01/2021
3472;2;107534;4/02/2021
3473;2;167737;29/12/2020
3474;2;165708;20/03/2021
3475;2;262643;5/03/2021
3476;2;309177;3/02/2021
3477;2;184778;16/01/2021
3478;1;246918;19/01/2021
3479;2;276315;6/03/2021
3480;2;304859;8/02/2021
3481;2;259681;9/02/2021
3482;1;159174;19/01/2021
3483;2;259666;18/01/2021
3484;1;362319;19/01/2021
3485;1;298445;19/01/2021
3486;1;199536;19/01/2021
3487;1;113039;19/01/2021
3488;2;238683;18/03/2021
3489;2;198210;2/01/2021
3490;1;342424;19/01/2021
3491;2;302811;8/02/2021
3492;2;413925;29/12/2020
3493;2;322712;15/01/2021
3494;1;205467;19/01/2021
3495;2;396099;24/01/2021
3496;2;198181;14/01/2021
3497;2;372320;31/12/2020
3498;2;229501;23/01/2021
3499;2;250864;21/03/2021
3500;2;295323;3/02/2021
3501;2;254776;19/01/2021
3502;2;290168;10/02/2021
3503;2;212700;8/02/2021
3504;2;314558;17/02/2021
3505;2;242219;9/12/2020
3506;2;303059;2/03/2021
3507;2;160408;24/01/2021
3508;1;258062;19/01/2021
3509;2;199493;10/02/2021
3510;1;46317;19/01/2021
3511;2;152242;28/02/2021
3512;2;264184;23/02/2021
3513;2;163462;10/01/2021
3514;2;261295;15/01/2021
3515;2;185153;19/01/2021
3516;2;268578;16/03/2021
3517;1;263137;19/01/2021
3518;2;201876;17/02/2021
3519;2;118001;1/03/2021
3520;2;211652;15/02/2021
3521;1;294954;19/01/2021
3522;2;313582;22/12/2020
3523;2;261811;2/02/2021
3524;2;394912;23/02/2021
3525;1;168110;19/01/2021
3526;2;121145;13/01/2021
3527;2;214773;5/02/2021
3528;2;135841;31/01/2021
3529;2;227091;28/01/2021
3530;2;331692;12/02/2021
3531;2;316692;10/12/2020
3532;2;226272;27/02/2021
3533;1;126138;19/01/2021
3534;2;357843;2/01/2021
3535;2;311657;21/03/2021
3536;2;81249;11/03/2021
3537;2;266687;22/01/2021
3538;2;270718;31/12/2020
3539;2;272924;3/03/2021
3540;2;340114;1/02/2021
3541;2;184337;6/02/2021
3542;2;291498;17/01/2021
3543;2;178690;13/02/2021
3544;2;212920;13/03/2021
3545;1;223075;19/01/2021
3546;2;380496;8/03/2021
3547;2;354625;2/02/2021
3548;2;270203;11/02/2021
3549;2;143342;13/01/2021
3550;2;212671;27/01/2021
3551;2;287260;12/03/2021
3552;2;291733;13/02/2021
3553;2;135394;30/12/2020
3554;2;66911;6/03/2021
3555;2;139154;9/03/2021
3556;2;131239;11/03/2021
3557;2;398294;31/12/2020
3558;1;201941;20/01/2021
3559;1;122881;20/01/2021
3560;1;260261;20/01/2021
3561;2;373547;30/01/2021
3562;2;315835;2/03/2021
3563;2;276980;22/03/2021
3564;2;231405;22/03/2021
3565;1;353987;20/01/2021
3566;2;159988;13/03/2021
3567;2;122982;10/02/2021
3568;2;292489;13/01/2021
3569;2;139250;10/03/2021
3570;2;272871;23/02/2021
3571;2;165118;16/02/2021
3572;2;118421;18/12/2020
3573;2;373821;25/02/2021
3574;1;363846;20/01/2021
3575;1;258692;20/01/2021
3576;2;303770;26/02/2021
3577;2;152606;12/03/2021
3578;2;223519;12/02/2021
3579;2;344901;4/03/2021
3580;2;187177;10/02/2021
3581;2;234735;4/03/2021
3582;2;259644;5/01/2021
3583;2;350953;24/01/2021
3584;2;258943;4/02/2021
3585;2;234076;4/02/2021
3586;1;207708;20/01/2021
3587;1;269149;20/01/2021
3588;2;159264;4/01/2021
3589;2;83910;16/01/2021
3590;1;266542;20/01/2021
3591;2;259657;7/01/2021
3592;1;405694;20/01/2021
3593;2;273685;20/01/2021
3594;2;185768;2/01/2021
3595;2;171369;23/03/2021
3596;2;132427;17/12/2020
3597;2;312166;27/01/2021
3598;2;260508;9/02/2021
3599;2;130100;13/02/2021
3600;1;115828;20/01/2021
3601;2;117014;24/12/2020
3602;2;128938;28/01/2021
3603;2;251319;25/01/2021
3604;1;255634;20/01/2021
3605;2;180971;5/01/2021
3606;2;229494;4/02/2021
3607;1;164275;20/01/2021
3608;1;270132;20/01/2021
3609;2;105043;28/02/2021
3610;1;198347;20/01/2021
3611;2;82461;11/02/2021
3612;2;128585;26/02/2021
3613;1;236029;20/01/2021
3614;2;94615;15/03/2021
3615;2;174673;22/02/2021
3616;2;91796;10/01/2021
3617;2;308254;6/02/2021
3618;2;213981;5/03/2021
3619;2;245355;5/03/2021
3620;2;216262;15/02/2021
3621;2;243522;27/03/2021
3622;2;214641;6/02/2021
3623;2;210156;20/01/2021
3624;2;266894;15/02/2021
3625;2;186282;8/03/2021
3626;2;255345;26/01/2021
3627;2;210548;8/03/2021
3628;2;327299;20/01/2021
3629;2;215837;12/03/2021
3630;2;186663;21/01/2021
3631;2;232650;15/02/2021
3632;2;268620;15/01/2021
3633;2;116640;5/02/2021
3634;2;108701;10/02/2021
3635;2;271743;14/01/2021
3636;2;162607;29/01/2021
3637;2;227382;26/01/2021
3638;2;262838;2/03/2021
3639;2;408093;18/12/2020
3640;2;251149;16/01/2021
3641;2;177824;3/03/2021
3642;2;180971;14/02/2021
3643;1;185380;20/01/2021
3644;1;243646;20/01/2021
3645;1;228552;20/01/2021
3646;2;215890;18/12/2020
3647;2;114892;9/02/2021
3648;2;40199;24/12/2020
3649;2;133032;22/12/2020
3650;2;210928;4/03/2021
3651;2;225517;4/01/2021
3652;2;185818;27/02/2021
3653;2;119797;2/02/2021
3654;2;273780;14/01/2021
3655;2;155602;8/01/2021
3656;2;219102;8/03/2021
3657;2;87753;29/12/2020
3658;1;163577;20/01/2021
3659;2;326531;18/02/2021
3660;2;218410;15/02/2021
3661;2;178256;18/02/2021
3662;2;185768;30/12/2020
3663;2;127263;5/03/2021
3664;2;137388;16/02/2021
3665;2;296346;26/12/2020
3666;2;324396;12/03/2021
3667;1;215973;20/01/2021
3668;2;206322;30/12/2020
3669;2;195040;31/01/2021
3670;2;190751;16/01/2021
3671;2;227029;21/01/2021
3672;1;226116;20/01/2021
3673;2;224940;16/02/2021
3674;2;264030;1/02/2021
3675;2;161973;8/02/2021
3676;2;373761;30/12/2020
3677;1;233076;20/01/2021
3678;2;245644;3/01/2021
3679;2;419444;12/12/2020
3680;2;274427;10/03/2021
3681;2;192507;9/02/2021
3682;2;204114;11/02/2021
3683;2;172771;30/01/2021
3684;2;192380;5/02/2021
3685;2;123364;5/03/2021
3686;2;169195;27/02/2021
3687;2;228291;1/02/2021
3688;2;45306;24/12/2020
3689;2;199431;25/02/2021
3690;2;276423;19/02/2021
3691;2;233027;7/01/2021
3692;2;124262;14/01/2021
3693;2;325663;23/03/2021
3694;2;288254;25/01/2021
3695;2;174718;3/02/2021
3696;2;300124;29/12/2020
3697;1;282153;20/01/2021
3698;2;249503;8/01/2021
3699;2;271955;18/02/2021
3700;2;256283;26/12/2020
3701;2;186089;5/02/2021
3702;1;41688;20/01/2021
3703;2;120096;16/03/2021
3704;1;298385;21/01/2021
3705;2;244963;16/12/2020
3706;2;274055;9/01/2021
3707;2;359639;12/01/2021
3708;2;331152;10/03/2021
3709;2;211139;12/02/2021
3710;2;169151;12/12/2020
3711;2;200410;26/12/2020
3712;2;205640;26/02/2021
3713;2;144748;13/12/2020
3714;2;180722;8/01/2021
3715;2;220115;13/01/2021
3716;1;247117;21/01/2021
3717;2;107396;5/01/2021
3718;2;272133;3/02/2021
3719;2;288694;6/02/2021
3720;2;139450;4/02/2021
3721;2;237392;10/02/2021
3722;2;205954;5/02/2021
3723;2;165477;20/02/2021
3724;2;283320;16/02/2021
3725;2;303053;26/12/2020
3726;1;313070;21/01/2021
3727;2;107638;18/02/2021
3728;2;310957;6/02/2021
3729;1;314937;21/01/2021
3730;1;351480;21/01/2021
3731;2;137740;1/02/2021
3732;1;210951;21/01/2021
3733;1;339768;21/01/2021
3734;2;317151;28/02/2021
3735;2;130754;13/02/2021
3736;2;228598;11/03/2021
3737;2;141973;16/02/2021
3738;2;103004;12/03/2021
3739;2;194866;30/01/2021
3740;2;263402;5/03/2021
3741;2;290142;25/02/2021
3742;2;92911;24/02/2021
3743;2;370891;1/03/2021
3744;2;332275;3/03/2021
3745;2;416810;17/02/2021
3746;2;264698;15/01/2021
3747;2;276106;13/01/2021
3748;2;163175;26/02/2021
3749;1;330841;21/01/2021
3750;2;305201;25/01/2021
3751;1;159356;21/01/2021
3752;2;321534;6/03/2021
3753;2;223722;8/03/2021
3754;2;347915;5/03/2021
3755;2;209408;16/01/2021
3756;2;160956;2/03/2021
3757;2;213345;7/01/2021
3758;2;222904;12/02/2021
3759;2;330902;23/01/2021
3760;2;249803;13/01/2021
3761;2;248642;28/02/2021
3762;2;315367;16/03/2021
3763;2;229132;8/03/2021
3764;2;236274;19/02/2021
3765;2;132915;18/02/2021
3766;2;220676;12/01/2021
3767;2;234265;9/02/2021
3768;1;255783;21/01/2021
3769;2;259942;5/03/2021
3770;2;243750;5/03/2021
3771;1;247450;21/01/2021
3772;2;196199;14/12/2020
3773;2;212879;19/02/2021
3774;2;255846;27/02/2021
3775;2;279632;10/12/2020
3776;2;319460;16/02/2021
3777;2;353215;26/12/2020
3778;2;244226;30/12/2020
3779;2;252879;10/02/2021
3780;2;148139;30/01/2021
3781;2;257573;5/02/2021
3782;2;86762;5/02/2021
3783;2;397489;10/02/2021
3784;2;186345;5/02/2021
3785;2;242592;17/02/2021
3786;2;199318;5/03/2021
3787;2;249339;17/12/2020
3788;2;223865;25/01/2021
3789;2;157316;6/02/2021
3790;2;51132;28/12/2020
3791;2;272067;23/02/2021
3792;1;331771;21/01/2021
3793;2;268519;8/03/2021
3794;1;230008;21/01/2021
3795;2;197162;23/02/2021
3796;2;267188;12/01/2021
3797;2;280963;20/01/2021
3798;2;245041;20/01/2021
3799;1;307341;21/01/2021
3800;2;102359;30/12/2020
3801;2;268346;3/03/2021
3802;1;290963;21/01/2021
3803;1;130938;21/01/2021
3804;2;326242;23/12/2020
3805;1;172203;21/01/2021
3806;2;277068;19/02/2021
3807;2;376370;11/02/2021
3808;2;139092;17/02/2021
3809;1;159811;21/01/2021
3810;2;260036;1/02/2021
3811;2;121840;29/12/2020
3812;2;242976;20/01/2021
3813;2;158017;27/01/2021
3814;2;244940;13/02/2021
3815;2;258350;23/12/2020
3816;2;160166;20/01/2021
3817;2;145059;23/03/2021
3818;2;340771;24/12/2020
3819;1;343658;21/01/2021
3820;2;292015;12/02/2021
3821;2;191923;10/03/2021
3822;2;119195;21/01/2021
3823;2;288964;6/03/2021
3824;1;327718;21/01/2021
3825;2;263990;4/02/2021
3826;2;260912;19/01/2021
3827;2;106107;18/12/2020
3828;2;204125;21/01/2021
3829;1;215331;21/01/2021
3830;2;357681;17/12/2020
3831;2;153789;3/02/2021
3832;2;208886;10/12/2020
3833;2;329341;2/03/2021
3834;2;236252;8/01/2021
3835;2;306311;11/01/2021
3836;2;144262;16/02/2021
3837;1;204625;22/01/2021
3838;2;145330;19/02/2021
3839;2;134642;30/01/2021
3840;2;389503;1/02/2021
3841;2;237085;4/02/2021
3842;2;354231;15/03/2021
3843;2;269222;3/02/2021
3844;2;265308;19/02/2021
3845;2;188617;18/02/2021
3846;1;286782;22/01/2021
3847;2;212791;5/01/2021
3848;2;183272;19/02/2021
3849;2;221756;17/01/2021
3850;2;346338;5/02/2021
3851;2;292985;18/02/2021
3852;2;58988;12/03/2021
3853;2;144220;7/02/2021
3854;2;195683;18/03/2021
3855;2;254234;13/02/2021
3856;2;172412;10/01/2021
3857;2;201819;2/03/2021
3858;2;192342;16/03/2021
3859;2;266204;12/03/2021
3860;2;281187;23/12/2020
3861;2;214789;2/01/2021
3862;2;202338;19/03/2021
3863;2;200550;5/03/2021
3864;2;126459;23/02/2021
3865;2;323190;30/01/2021
3866;2;215635;26/02/2021
3867;1;241146;22/01/2021
3868;2;58293;13/01/2021
3869;2;73209;18/02/2021
3870;2;149886;28/01/2021
3871;2;170517;26/02/2021
3872;2;124912;25/01/2021
3873;2;149080;1/02/2021
3874;2;308801;6/03/2021
3875;1;317083;22/01/2021
3876;2;255387;29/01/2021
3877;1;311879;22/01/2021
3878;2;264800;13/01/2021
3879;2;339647;18/12/2020
3880;2;165928;8/03/2021
3881;2;251790;22/01/2021
3882;2;147464;17/02/2021
3883;2;241834;19/12/2020
3884;2;155099;8/03/2021
3885;2;321015;8/01/2021
3886;2;346143;12/03/2021
3887;2;239603;19/02/2021
3888;2;138355;28/12/2020
3889;2;404283;28/02/2021
3890;1;252245;22/01/2021
3891;2;217231;16/02/2021
3892;2;149189;16/02/2021
3893;2;272008;24/03/2021
3894;2;150223;30/01/2021
3895;1;190685;22/01/2021
3896;2;79062;26/12/2020
3897;2;239898;10/01/2021
3898;2;401818;1/03/2021
3899;1;222428;22/01/2021
3900;2;202178;5/03/2021
3901;2;198502;7/01/2021
3902;2;203616;27/02/2021
3903;2;157137;9/02/2021
3904;2;195774;4/01/2021
3905;2;173031;20/02/2021
3906;2;80013;30/01/2021
3907;2;330960;1/03/2021
3908;2;169958;10/03/2021
3909;2;213066;18/03/2021
3910;2;189327;13/02/2021
3911;2;332839;31/12/2020
3912;2;237476;23/03/2021
3913;1;165571;22/01/2021
3914;2;327959;18/01/2021
3915;2;314759;23/02/2021
3916;2;212819;22/01/2021
3917;2;321282;9/01/2021
3918;2;259625;8/02/2021
3919;1;143422;22/01/2021
3920;2;307880;24/02/2021
3921;2;262467;18/12/2020
3922;1;220790;22/01/2021
3923;2;298050;8/01/2021
3924;1;410731;22/01/2021
3925;2;136302;1/02/2021
3926;2;162081;20/03/2021
3927;2;255110;30/01/2021
3928;1;292302;22/01/2021
3929;2;190276;27/03/2021
3930;2;172535;11/02/2021
3931;2;74599;19/01/2021
3932;2;261775;25/02/2021
3933;2;214075;22/03/2021
3934;2;280405;1/03/2021
3935;2;287785;15/01/2021
3936;2;316933;6/03/2021
3937;1;297322;22/01/2021
3938;2;200151;10/03/2021
3939;2;245183;1/03/2021
3940;2;269609;1/03/2021
3941;2;188105;2/03/2021
3942;2;93510;24/12/2020
3943;2;74076;25/01/2021
3944;2;185843;15/02/2021
3945;2;194457;31/01/2021
3946;2;212089;3/02/2021
3947;2;175501;19/01/2021
3948;2;153491;5/03/2021
3949;2;186348;26/12/2020
3950;2;395517;10/12/2020
3951;2;198187;27/03/2021
3952;2;311464;8/01/2021
3953;2;256999;19/01/2021
3954;1;240215;22/01/2021
3955;2;165627;30/01/2021
3956;2;173897;22/12/2020
3957;2;204003;5/03/2021
3958;2;299453;23/12/2020
3959;2;239786;5/03/2021
3960;2;89219;3/02/2021
3961;2;222706;6/02/2021
3962;2;237863;27/01/2021
3963;2;262741;15/02/2021
3964;2;234789;7/01/2021
3965;2;184405;19/02/2021
3966;2;87313;23/01/2021
3967;2;230489;17/02/2021
3968;2;206457;8/01/2021
3969;2;355063;22/02/2021
3970;2;194233;25/02/2021
3971;2;247869;11/02/2021
3972;1;158210;22/01/2021
3973;2;295481;10/02/2021
3974;2;293611;23/02/2021
3975;1;346787;22/01/2021
3976;2;154006;19/01/2021
3977;2;150842;13/01/2021
3978;1;291999;22/01/2021
3979;2;186018;9/03/2021
3980;1;67114;22/01/2021
3981;2;103268;2/02/2021
3982;2;259763;8/01/2021
3983;2;117930;8/01/2021
3984;1;285760;22/01/2021
3985;2;285891;6/03/2021
3986;2;262427;28/01/2021
3987;2;372358;23/12/2020
3988;2;169098;9/03/2021
3989;2;252872;26/03/2021
3990;2;225420;5/02/2021
3991;2;175205;24/02/2021
3992;1;148900;22/01/2021
3993;2;349996;2/03/2021
3994;2;138094;25/02/2021
3995;2;323485;8/02/2021
3996;2;247106;9/02/2021
3997;1;405836;22/01/2021
3998;2;188349;3/03/2021
3999;2;373924;6/02/2021
4000;2;175430;14/01/2021
4001;1;287718;23/01/2021
4002;2;384417;23/02/2021
4003;2;230501;31/12/2020
4004;2;216490;15/02/2021
4005;1;261106;23/01/2021
4006;1;156927;23/01/2021
4007;2;277654;28/12/2020
4008;2;182355;2/02/2021
4009;1;231563;23/01/2021
4010;2;233274;17/02/2021
4011;2;198004;11/01/2021
4012;2;152550;17/02/2021
4013;2;249932;17/03/2021
4014;2;383580;10/03/2021
4015;2;196618;23/01/2021
4016;2;128513;13/03/2021
4017;1;206766;23/01/2021
4018;2;167586;25/02/2021
4019;2;199815;26/02/2021
4020;2;327573;10/02/2021
4021;2;287859;5/02/2021
4022;2;176715;27/12/2020
4023;2;365670;13/02/2021
4024;2;119755;6/03/2021
4025;1;291011;23/01/2021
4026;2;303963;23/02/2021
4027;2;150357;17/02/2021
4028;1;324745;23/01/2021
4029;2;300211;14/03/2021
4030;2;334148;8/02/2021
4031;2;204201;23/12/2020
4032;2;106436;7/01/2021
4033;2;157748;16/01/2021
4034;1;304122;23/01/2021
4035;2;212298;28/12/2020
4036;2;172713;23/01/2021
4037;2;170304;16/12/2020
4038;2;127665;15/12/2020
4039;2;179010;19/12/2020
4040;2;112099;21/12/2020
4041;2;219875;31/01/2021
4042;2;121824;22/02/2021
4043;2;243829;14/01/2021
4044;2;178211;15/02/2021
4045;2;182588;8/03/2021
4046;2;326660;18/02/2021
4047;2;355353;4/03/2021
4048;1;144723;23/01/2021
4049;2;286725;7/03/2021
4050;2;140171;30/01/2021
4051;2;292868;22/01/2021
4052;2;165059;26/12/2020
4053;2;267952;29/01/2021
4054;2;252150;10/02/2021
4055;1;315963;23/01/2021
4056;2;289562;20/01/2021
4057;2;106761;25/02/2021
4058;2;129819;24/01/2021
4059;2;272666;5/03/2021
4060;2;232939;8/02/2021
4061;2;380121;18/01/2021
4062;2;231852;6/01/2021
4063;2;69823;1/02/2021
4064;2;357423;28/01/2021
4065;1;241691;23/01/2021
4066;2;118703;19/02/2021
4067;2;372401;19/01/2021
4068;2;300862;25/01/2021
4069;2;214892;24/02/2021
4070;2;275425;19/02/2021
4071;2;279128;2/01/2021
4072;2;222555;21/02/2021
4073;2;231312;8/02/2021
4074;2;205735;18/12/2020
4075;2;331791;15/03/2021
4076;2;293988;10/03/2021
4077;2;302078;23/02/2021
4078;2;137000;7/12/2020
4079;2;244089;30/01/2021
4080;2;210724;28/01/2021
4081;2;273930;24/02/2021
4082;2;258448;17/02/2021
4083;2;364758;20/02/2021
4084;2;178488;13/01/2021
4085;1;373281;23/01/2021
4086;1;239135;23/01/2021
4087;2;297347;27/03/2021
4088;2;273751;25/01/2021
4089;2;308633;10/02/2021
4090;2;117015;6/03/2021
4091;2;89594;24/02/2021
4092;2;56029;19/12/2020
4093;2;278852;1/02/2021
4094;2;256620;2/01/2021
4095;1;276189;23/01/2021
4096;2;71393;23/03/2021
4097;2;379710;22/01/2021
4098;2;283217;11/12/2020
4099;2;191750;29/12/2020
4100;2;343955;8/01/2021
4101;1;139400;23/01/2021
4102;2;140839;26/12/2020
4103;2;136027;4/01/2021
4104;1;140644;23/01/2021
4105;1;300077;23/01/2021
4106;2;299416;3/03/2021
4107;2;179103;10/02/2021
4108;2;311853;5/03/2021
4109;1;123762;23/01/2021
4110;2;187069;6/02/2021
4111;2;370263;25/01/2021
4112;1;164288;23/01/2021
4113;2;149287;13/02/2021
4114;2;90566;21/12/2020
4115;2;368815;21/12/2020
4116;2;136879;26/02/2021
4117;1;283281;23/01/2021
4118;2;248945;30/12/2020
4119;2;311701;26/01/2021
4120;2;123155;3/02/2021
4121;2;217671;16/02/2021
4122;2;387182;1/02/2021
4123;2;194587;20/01/2021
4124;2;227843;31/12/2020
4125;1;92068;23/01/2021
4126;1;298794;23/01/2021
4127;1;153207;23/01/2021
4128;2;238659;10/02/2021
4129;2;112413;17/02/2021
4130;2;81168;2/03/2021
4131;2;255027;13/03/2021
4132;2;137595;4/01/2021
4133;2;251127;20/02/2021
4134;2;323504;28/01/2021
4135;2;383613;11/03/2021
4136;1;292048;24/01/2021
4137;2;282813;23/01/2021
4138;2;312308;14/01/2021
4139;2;309059;11/02/2021
4140;2;272363;27/12/2020
4141;2;281770;5/02/2021
4142;2;264539;11/02/2021
4143;2;311134;23/02/2021
4144;2;172198;9/03/2021
4145;1;365675;24/01/2021
4146;2;236852;19/03/2021
4147;2;218359;4/02/2021
4148;2;159265;25/02/2021
4149;2;251514;26/03/2021
4150;2;167047;29/01/2021
4151;2;356834;6/01/2021
4152;2;331269;18/02/2021
4153;2;149961;1/03/2021
4154;2;63544;9/03/2021
4155;2;389149;8/03/2021
4156;2;233866;21/02/2021
4157;2;229271;18/03/2021
4158;2;214737;22/01/2021
4159;2;318182;4/02/2021
4160;1;85484;24/01/2021
4161;2;346382;20/03/2021
4162;2;263015;22/02/2021
4163;2;199539;17/03/2021
4164;2;218303;29/12/2020
4165;2;155487;29/12/2020
4166;2;179219;4/02/2021
4167;1;181765;24/01/2021
4168;2;212720;13/01/2021
4169;2;315649;24/12/2020
4170;2;153828;3/02/2021
4171;2;114391;12/01/2021
4172;2;201311;7/01/2021
4173;2;53542;23/02/2021
4174;2;331681;22/12/2020
4175;2;254107;25/02/2021
4176;2;193374;22/01/2021
4177;2;221576;9/02/2021
4178;2;90886;26/02/2021
4179;2;239550;14/01/2021
4180;2;224858;17/03/2021
4181;2;86716;28/01/2021
4182;2;217341;30/01/2021
4183;2;193684;6/01/2021
4184;2;279637;2/03/2021
4185;2;350698;6/01/2021
4186;2;135445;5/03/2021
4187;1;293462;25/01/2021
4188;2;183808;11/02/2021
4189;2;210696;8/02/2021
4190;2;312627;9/12/2020
4191;1;170410;25/01/2021
4192;2;281385;16/02/2021
4193;2;248415;5/01/2021
4194;2;302313;18/01/2021
4195;2;129089;29/12/2020
4196;2;322047;4/01/2021
4197;1;220403;25/01/2021
4198;2;165299;17/01/2021
4199;2;217751;5/01/2021
4200;1;223326;25/01/2021
4201;2;181958;13/01/2021
4202;2;226470;5/03/2021
4203;2;301850;4/02/2021
4204;2;118703;22/01/2021
4205;2;43997;20/12/2020
4206;2;302217;21/01/2021
4207;1;287733;25/01/2021
4208;2;106313;2/03/2021
4209;2;266144;7/01/2021
4210;1;236465;25/01/2021
4211;2;183143;5/03/2021
4212;1;195524;25/01/2021
4213;2;248469;23/01/2021
4214;2;280886;14/02/2021
4215;2;256075;16/03/2021
4216;2;233996;21/03/2021
4217;2;147518;11/03/2021
4218;2;269375;27/02/2021
4219;2;135460;7/03/2021
4220;2;243280;9/01/2021
4221;2;251765;20/01/2021
4222;2;203778;16/01/2021
4223;1;249620;25/01/2021
4224;2;173752;23/02/2021
4225;2;258536;20/03/2021
4226;2;345455;22/12/2020
4227;2;159131;9/03/2021
4228;2;246741;13/02/2021
4229;2;398810;26/12/2020
4230;2;258102;8/03/2021
4231;2;262006;15/02/2021
4232;2;329809;5/03/2021
4233;2;149992;6/02/2021
4234;2;192773;22/01/2021
4235;2;245607;1/03/2021
4236;2;274884;13/02/2021
4237;1;155506;25/01/2021
4238;1;153742;25/01/2021
4239;2;249199;13/02/2021
4240;2;322928;20/01/2021
4241;2;116675;28/02/2021
4242;1;156117;25/01/2021
4243;2;116645;23/01/2021
4244;1;231925;25/01/2021
4245;2;313203;5/03/2021
4246;2;216286;20/01/2021
4247;1;200773;25/01/2021
4248;2;119055;18/02/2021
4249;2;316302;13/01/2021
4250;2;188021;23/02/2021
4251;1;142801;25/01/2021
4252;2;170971;30/01/2021
4253;2;302497;13/02/2021
4254;2;191992;6/01/2021
4255;2;125761;24/02/2021
4256;2;142351;10/03/2021
4257;2;203977;16/02/2021
4258;1;116813;25/01/2021
4259;2;175647;22/02/2021
4260;2;82483;3/03/2021
4261;1;327260;25/01/2021
4262;1;399788;25/01/2021
4263;2;178974;9/01/2021
4264;2;254830;8/03/2021
4265;1;213915;25/01/2021
4266;2;236246;5/03/2021
4267;2;254049;6/02/2021
4268;1;178822;25/01/2021
4269;2;311486;4/03/2021
4270;1;279433;25/01/2021
4271;1;301169;25/01/2021
4272;2;86616;28/12/2020
4273;2;257822;4/01/2021
4274;2;367689;12/12/2020
4275;1;248691;25/01/2021
4276;2;91162;5/03/2021
4277;2;298156;3/03/2021
4278;2;249980;3/03/2021
4279;2;401361;10/03/2021
4280;2;194358;27/02/2021
4281;2;207303;6/03/2021
4282;2;69814;17/02/2021
4283;1;233470;25/01/2021
4284;2;312531;22/02/2021
4285;2;219954;6/02/2021
4286;2;282790;3/03/2021
4287;2;246319;27/01/2021
4288;2;229103;13/03/2021
4289;2;354647;23/12/2020
4290;1;377674;25/01/2021
4291;2;299892;26/01/2021
4292;2;378157;26/02/2021
4293;2;178755;19/02/2021
4294;1;388586;25/01/2021
4295;1;291966;25/01/2021
4296;2;291512;25/02/2021
4297;2;178218;13/02/2021
4298;2;195953;23/02/2021
4299;2;182618;23/12/2020
4300;2;196253;6/02/2021
4301;2;238020;15/01/2021
4302;2;210717;15/03/2021
4303;2;236583;6/01/2021
4304;2;94584;15/03/2021
4305;2;376990;10/03/2021
4306;2;275935;3/03/2021
4307;2;393343;8/03/2021
4308;2;192749;14/01/2021
4309;2;225479;12/01/2021
4310;2;376540;29/01/2021
4311;2;119740;1/03/2021
4312;1;243628;25/01/2021
4313;2;271713;14/02/2021
4314;2;265823;14/01/2021
4315;2;345274;19/02/2021
4316;2;297698;22/01/2021
4317;2;141019;25/02/2021
4318;2;221607;23/02/2021
4319;2;292267;5/02/2021
4320;2;249086;15/03/2021
4321;2;242231;3/02/2021
4322;2;210357;1/03/2021
4323;1;235497;26/01/2021
4324;2;179471;20/01/2021
4325;1;278358;26/01/2021
4326;2;281529;13/02/2021
4327;1;214448;26/01/2021
4328;2;162239;30/01/2021
4329;2;117014;9/02/2021
4330;2;373487;25/01/2021
4331;2;245386;5/03/2021
4332;2;182271;8/02/2021
4333;2;169552;27/01/2021
4334;2;228619;13/02/2021
4335;2;231358;6/02/2021
4336;2;82316;26/01/2021
4337;2;289275;5/02/2021
4338;2;156206;2/01/2021
4339;2;184625;12/02/2021
4340;2;181245;11/02/2021
4341;2;65885;6/01/2021
